content,at
"kuota topping Instagram kok nggak terpakai ini gimana, malah yang terpotong kuota utamanya, tolong di perbaiki, dan juga kalo dikeranjang memilih 2 atau lebih topping gak masuk padahal pembayaran berhasil, tolong lah diperbaiki",2020-09-06 21:51:02
"Beralih ke kartu by u karna dipikir jaringan stabil, Sebulan dua bulan masih bagus jaringan lancar, Ehh kebulan bulan berikutnya malah signalnya gk lancar, buka aplikasi lambaat bgt, Padahal beli paket yg unlimited biar gk mikirin seberapa banyak data yg terpakai, ini malahan signalnya jelek banget dan masih banyak kuota sisa yg gk bisa terpakai habis dlm sebulan.. SAYA KECEWA SAMA by U.",2021-01-21 21:34:25
"Kak, kenapa si akhir² ini sinyalnya down, pas awal make oke, sekarang parah, masa buat buka aplikasinya aja harus pake provider lain kan ngga lucu, kalo ngga dipake ngapa²in sinyalnya lancar giliran buat loading sosmed auto down 0 b/s, tolonglah perbaiki sistemnya kak, thanks :')",2021-04-25 14:56:31
"Maaf nih kenapa sinyalnya sekarang jadi menurun,main game juga sinyalnya naik turun terus. Mohon dong perbaikan untuk jaringan yang lebih baik,pdhal dulu wktu awal pake by u nyaman nyaman aja. Skrng banyak peminat jadi menurun performanya. Mohon perbaikannya,terimakasih kak nindy🙏",2020-12-24 11:52:08
"Awal makek sih enak, agak² lancar gitu sinyal nya nggak ngelag² amat. Tapi kok sekarang ngelag banget ya terutama buat main game, kekuatan sinyal kok bisa² nya merah, padahal paketan masih banyak, sinyal full tapi kok lemotbanget. Nggak bisa buat apa² jadinya, mau chat WA jamkot, yt ngelag, browsing nggak jalan, mau buka apk by.u aja lemot parah makin buruk aja kecepatanya,komplin suruh ngubah APN, dirubah berapa kalipun sama aja hasilnya.. nggak guna banget kalo buat apa² lemot.. buruk bannget",2021-01-12 19:14:15
"By.u sekarang sering update terus. Kalau gak di update gak bisa buka app. Dah gitu di kantorku kalau mati listrik gak ada signal, terus kalau di rumah buka sosmed lama banget loading fotonya. Murah si tapi kalau gini terus yah aku juga mikir ganti provider lagi",2021-01-27 20:39:42
"saya bergabung memakai kartu by.u dari tahun 2021 sampai sekarang, buka aplikasi nya pun butuh waktu dulu sinyal nya sangat baik bahkan saya rekomendasikan kepada teman"" saya untuk memakai kartu by.u tetapi makin kesini ko banyak perubahan terutama dalam paket 2 Mbps yg biasa nya saya beli dulu tida ada batas penggunaan wajar tapi sekarang ada. Mohon min untuk perbaikan nya, terimakasii.",2024-01-12 09:15:25
"Saya pake by u sudah 10 bulan awalnya nyenengin sinyal stabil koneksi kenceng, tp sekarang sinyal ilang2 koneksi kayak siput speed test aja kadang gk nyampe 1 mbps, sinyal suka ilang2 kadang harus di lock ke lte only, buat kalean yg baru mau nyoba sebaiknya pikir2 dulu sebelum nyesel,",2020-10-21 15:56:48
"Slogan nya serba digital nyatanya login app saja susah. Tidak ada yang butuh pemutar musik. Jangan mengedepankan atensi daripada FUNGSI. -Update 9/3/20 Bug masih sama, aplikasi selalu minta login kalau mau masuk, sangat inconvenient. Saya selalu report jawabnya sama saja. Clear cache , clear data , bahkan instal ulang tidak ngaruh. 13/4/20 Udh fix josss dah",2020-04-13 02:00:22
"Apakah by.u ada pembatasan kecepatan? Aneh sekali, ketika tinggal sehari paket sisa 7gb dan saya coba habiskan dengan menonton yt, setelah sktr berkurg 5gb langsung buffering terus, padahal saya coba pada saat itu juga nonton yt dengan hp adek saya yg sama menggunakan by.u kecepatannya normal tdk buffering.",2020-06-10 19:50:13
2 dulu lah karena sinyal ilang terus saya udah coba on/off dan offline sgala macem lainnya tetap sama jd masalahnya tuh jaringan by.u yg mesti diperbesar dan satu lagi ga tau knpa bisa pulsa saya terdaftar paket otomatis. Kalo ga ada perubahan di daerah TANGERANG saya tinggal ganti dah dari by.u ke provider lain.,2021-02-08 14:13:46
"Bayu sekarang jelek bgt tiba-tiba sinyal hilang,ga recommended bgt si buat para user,udh harga paket mahal jaringan nya jelek bgt,tolong min perbaiki untuk masalah jaringan dlu untuk masalah yg lain menurut saya masih bisa dikatakan dalam hal yg wajar",2024-03-03 21:20:05
"Tolong bgt di perbaiki aplikasinya, Aneh bgt kendala jaringan terus tiap buka aplikasinya pdahal sudah di update paket data maaih ada, jaringan bagus buat buka yg lain pun bsa, trus bhkan sampe ku instal ulang tetap aja kendala jaringan kaya apa kalo mau beli paket. Aplikasi gk guna",2024-09-28 13:16:01
"Aplikasinya sering bermasalah saat hendak dibuka (tdk bisa) Tapi untuk sinyal kuat dan tidak bermasalah. Walaupun sesekali saat hendak join zoom tidak bisa, hp harus di restrart dulu. Tp over all puas dan ttp bisa diandalkan by u ini",2021-09-08 12:31:14
"3 hari ini sangat mengecewakan 2mbps 150k untuk satu bulan, speed sudah lelet untuk download ada pembaruan fup segala, Cuma bisa digunakan pesan WA saja, untuk akses browsing paling mentok fb lite 😆, Sebelum ada fup mentok 720p kalau sinyal bagus sih.",2022-09-21 19:32:03
"Sinyal sekarang jelek, saya di palembang udah mau satu tahun pake by.u tapi semakin ke sini sinyal nya semakin jelek. Sering sekali jaringan nya berubah menjadi H kadang juga sampai wa gak gerak gak terkirim sama sekali. Tolong dong by.u tingkatkan kualitas sinyal ny, biar kita gak pindah ke yang lain",2021-04-06 07:20:15
"Jaringan memang kenceng, saking kencangnya ampe pemakaian ngga kekontrol, udah beli paket topping jg malah jatuhnya sama malah tambah boros. Tolong disediakan lagi variasi paketnya yg lebih menarik. Thanks.🙏",2020-02-15 07:31:03
"Dengan sangat sangat sangat menyesal, menggunakan by.U, membeli Kouta mahal sekali Gus juga, tidak menjamin dan rekomendasi bngat karena jaringan yang super sangat lemot dan lambat,, saya saran kan untuk yang lain untuk tidak menggunakan by.U karena akan menyesal karena sudah membeli tapi kualitas jaringan nya lemot parah, mending gunakan kartu perdana yg lain saja, karena saya merasakan nya sendiri dari kualitas jaringan by.U ini",2024-05-21 18:54:56
"Hai Kak, maaf nih terkait kendalanya, bisa coba ubah mode jaringan dari otomatis ke manual 2G only, terus balikin lagi ke mode blablabla ga ngaruh kocak, ga ada niatan perbaikan jaringan kah? sudah kuota mahal lelet pula ga ada sama sekali kenyamanan untuk costumer, lapor berkali kali pun ga ada perubahan.",2023-10-23 19:09:50
"Terimakasih atas paketan murahnya, tapi jaringannya mohon diperbaiki! banyak leg, jaringan error, dll. Walau pun sudah di ubah jaringannya 2G ke 4G tetap jaringannya buruk tidak stabil. Pas main lebih nge-leg dan mengganggu kami para user kartu by.U. Jadi mohon diperbaiki jaringannya terutama daerah pedesaan, agar menjadi kartu dengan jaringan terbaik no.1 di Indonesia. Terimakasih atas perhatiannya.",2024-12-08 19:08:15
"Aplikasinya berat di Android,, membuat susah untuk transaksi prabayar, kalau bisa kurangi bobot website dan apknya, Note : diandroid ku loading awal lama (kadang gak bisa masuk), dan semisal masuk juga kesalahan jaringan pada persetujuan cookie. Tolong di periksa kembali sebelum dirilis untuk update kedepannya",2024-10-26 10:05:31
"Pengalaman saya pake by.u sinyal lumayan bagus meskipun kadang sering hilang, untuk harga kuota cukup murah. Masukan dari saya tolong tambah fitur waktu beli kuota tambahin opsi untuk beli toping sekalian biar 1 kali bayar",2020-04-18 15:14:09
Menjengkelkan!! Lagi butuh kuota buat internet giliran mau isi di aplikasi malah terjadi kesalahan mulu gak bisa masuk padahal lagi butuh koneksi internet.. Maklum kalau error nya sebentar ini 10 menit lewatpun error terus gak bisa masuk aplikasi by.U,2021-09-11 17:05:43
"Dari kemaren malam kenapa jaringan by.u suka hilang dan bahkan signal mati, tolong lah jangan mengecewakan. Saya pake by.U karena jaringan dan signal yang stabil serta kecepatan internet yg mumpuni. Kalau seperti ini mending saya ganti ke operator lain, sudah kirim email katanya lagi gangguan di malam ini, lah ini udah malam ke 2 jaringan tetap aja hilang dan mati seperti tanpa sim card hp saya. Sekelas by.U loh ini sangat kecewa.",2021-03-17 20:43:29
"aplikasinya sudah bagus, tampilan UI nya keren! tapi mohon untuk semisal mau menukar poin menjadi kuota, atau sekedar beli kuota dari pulsa di aplikasi itu bisa dilakukan tanpa internet krna ini sangat krusial!",2024-07-04 15:20:34
"Untuk sinyalnya sendiri lumayanlah, ngk ngebut"" amat juga ngk lemot"" amat. Yang jadi masalah malah apknya sendiri. Soalnya sering terjadi kesalahan trus dan akibatnya loading tanpa selesai-selesai. Mohon pencerahanyaaa. Terima kasih sudah merespon. Saya juga sudah lakukan yang disarankan. Tetapi kondisi masih tetap sama. Terjadi kesalahan dan disuruh menunggu namun tetap loading tanpa selesai""",2022-01-12 19:36:58
"Parah banget ini by. U Percuma di update terus tapi permasalahan juga masih sama. Beli toping data saldo berkurang tapi data tidak masuk, kejadian ini sering terjadi Hubungi Call center pun penanganan nya lambat. Ngg rekomendasi banget ini lama - lama pakai by. U",2020-07-21 08:18:58
"Kecewa aktivasinya susah banget harus pake aplikasi gak dikasih alternatif lain, sinyalnya gak muncul muncul, disuruh scan barcode menu scannya gak ada gak user friendly baru mau aktivasi aja susah, coba kontak customer servis nya lama banget responnya",2020-09-24 19:10:18
"Byu gajelas banget asli dah, data seluler nya masa gakonek2 si padahal sinyalnya ada full udah gtu kadang tiba2 suka mati sendiri sinyalnya langsung silang. Parah dah asli, solusinya gimana ini, baru ngisi paket masalahnya yg 50GB",2021-03-18 01:26:32
"Hari ini baru sampai kartu+kuota 10GB 10hari, dicoba buat game, sosmed, YouTube sangat tidak stabil, lag/lambat (dibawah 100kb/s), tapi Klo dipake download speed tembus 1mbps, kesan pertama yg kurang menyenangkan, padahal saya kira sinyal lancar untuk game",2020-11-18 21:43:59
"Sinyal bagus dan stabil, baik juga lagi di kasih tusukan buat buka SIM, by.u tau aja kalo punya saya ilang, saya kasih bintang 3 dulu, belum coba ngisi pulsa, oiya tetep sukses yaa dan stabil, di mohon untuk bisa ngisi pulsa lewat konter biar mempermudah pengguna dan ga takut pulsa tidak masuk",2020-06-23 18:23:36
Ini kenapa ya kok byu hilang sinyalnya di tempat saya. Disaat jaringan seluler dipindah ke lain provider bisa. Tetapi jika dipindah ke byu kok sinyal byu nya hilang ya. Menjadi tidak terdeteksi. Apakah sedang trouble atau bagaimana?,2021-03-17 18:37:59
"Kak..jaringan nya sih cepet tpi ada masalah, kalau semisal beli paket utama sm toping, pasti yang kepake duluan yang toping, soalnya waktu itu saya coba kuota utama 12gb sama pakai toping 1gb tiktok/hari itu ga bisa dipakai buat apa apa selain aplikasi tiktok sampai kuota 1gbnya habis baru bisa pakai kuota utama.... Tolong diperbaiki ya kak sayang kalau tidak di respon",2022-03-10 17:11:26
"By.U makin kesini makin gak jelas nih.. Aku pengguna awal"" sudah 4 tahun dari by.U baru rilis, jadi aku tau gimana rasanya pas awal dan sekarang"".. Sekarang tuh makin sering gak dapet sinyal, terus aku sebel karena produk paketan yang 2 Mbps unlimited / bulan diilangin.. Yang paling parah bikin sebel adalah saat buka aplikasi susah banget, pas buka aplikasi sekarang"" ini eror terus.. PADAHAL BUKA APLIKASI NIAT BELI PAKET, jadi males rasanya pake by.U dan pengen ganti klo nggak ada perbaikan..",2023-11-29 14:36:34
"Apa cobaa kartu by,u ini.masa baru pakek tadi malam beli yg 7 GB Masi lancar lancar aja,tapi setelah itu,tiba tiba seluruh aplikasi menjadi lag dan tidak dapat diakses.Kan saya panik ni jaringan bagus kok gabisa buat buka aplikasi,lalu saya cek kuotanya di *888#.dan ada tulisan maaf jaringan tidak dapat diakses,mohon coba sesaat lagi,lah kan saya makin panik,saya coba lagi besoknya karna mungkin cuma error,ehh ternyata gabisaa dong,gimana ni min by u.jangan bikin kartu cacat lah,",2024-09-25 06:53:03
"Hampir setahun pake BYU.. Dan sinyal tidak sebagus kakaknya siTel, lebih sering 3bar jarang full, cm di beberapa lokasi sj bisa full.. Tapi utk streaming ga rekomendasi.. Sangat jelek untuk 720p apalagi 1020p..wasalam",2022-10-28 21:33:17
"Wah parah.. udah ke 2 kalinya kayak gini. Yg pertama status pembayaran pending sampe sekarang. Padahal sudah dibayar lewat indomaret. Dan kutanya dr pihak indomaretnya katanya ""harusnya"" sudah masuk.. terus disuruh konfirmasi sama pihak by.u nya. Yg kedua ini. Beli paket plus toping yg masuk gak sesuai sama yg pesan dan dibayar. Tolong ya bug nya ini banyak banget. KECEWA PLUS KESEL BANGET SUMPAHH SAMA PROVIDER INI",2020-10-10 23:37:55
"Baca ulasan ternyata semuanya sama, keluhannya di sinyal yg parah, dari awal pake, paling bagus kecepatan download di angka 200-300 kbps, kalau bulan ini sinyalnya masih juga parah, sepertinya perlu pertimbangan lagi untuk perpanjang paket..",2021-01-26 20:29:15
Sim card by.u sagat lah bagus dan juga harga dari paket-paket yang di tawarkan oleh by.u sangat lah murah dan jaringannya prioritas dan enda ngelag dan juga cara pembelian an nya sangat mudah dan simple dan ongkirnya hanya 10 rb.,2020-04-21 12:19:14
"Udah 2 tahun pake ini, selama 2 tahun sinyal suka tiba2 hilang dan ga jelas, udah coba komplain lgsg ke instagram officialnya, udah kirim gmail, gada respon yang baik dan lama banget responnya, selalu banyak alasan ketika laporkan masalah sinyal, kadang sinyal mati sampe 2 jam, tolong perbaiki lagi min capek gw 2 tahun gini2 bae sinyal by u, tolong be better min :)",2024-12-06 05:16:19
"Setiap buka aplikasi byu selalu saja ada kesalahan jangan panik dlllll.... Jaringan juga selalu berubah ubah sering gangguan, padahal byu pakai jaringannya Telkomsel. Tolong diperbaiki aplikasinya dan jaringannya.",2021-08-14 17:20:53
"Masa aku beli paket data ga sampe"", padahal sudah saya bayar lewat link aja tetapi paket datanya nggak masuk. Untung beli paketnya yang ga terlalu mahal jadi g terlalu rugi, gimna kalo beli yang mahal kan bisa"" nanti ganti provider Tolong diperbaiki lagi, jangan buat pengguna by.u kecewa",2021-08-19 11:21:00
"Udah 1 tahun lebih pake by.u pas awal² sinyal ngebut saya domisili di kota, harganya naik bukan nya performa nya naik malah turun belakangan ini sinyal jelek banget Tiba tiba jaringan ga muncul. Tolong di perbaiki lama lama pindah provider lain aja yang sinyalnya ngebutt",2022-06-23 20:10:30
"Kali ini aku kasih bintang tidak sesuai harapan, sinyal 4G sedikit ngelag, kadang jaringan error, sinyal hilang-hilang. saya pakai By.U udah lama semejak By.U baru keluar itu sinyalnya oke mantap tapi mulai tahun ini merasa banyak kekurangan semakin banyak kendala jadi sekarang tidak berminat lagi sangat kecewa.",2024-09-13 20:46:10
"By U MONYETT SINYAL JELEK BIKIN KALAH GAME .KEMBALI TERULANG . Tetap lemot .HAI BY.U . MAKIN LAMA MAKIN LEMOT JARINGANNYA !!! Di kasih solusi apapun tetap lemot . Manis di awal saja . BUATAN INDONESIA tapi service ke orang indonesia payah . BUAT BUKA PLAYSTORE AJA LEMOTTTTT Mending pake ""TRI"" masih lancar . ""Boleh dicoba dulu ubah mode jaringan dari otomatis ke manual 2g only, lalu kembalikan lagi ke mode otomatis. ON-kan airplane mode beberapa saat dan OFF-kan kembali"" contoh chat orang males",2022-11-14 22:13:23
kecewa pakai by.u!! beli kuota untuk netflix tpi malah netflix saya gak bisa digunain! padahal transaksinya berhasilll dan saldo saya jga sudah terpotong!! pas komplain responnya dan prosesnya sangat sangat lamaaaa!! rugi saya!!,2024-04-27 10:06:04
"kesan saya menggunakan by.u unlimited 2mbps selama 2 bulan ini sangat mengecewakan speed yg saya rasakan dengan klaim provider sangat berbeda saya sering merasakan speed dari paket tersebut untuk download hanya 0.20-0.40 sedangkan upload 0.08-0.11 pernah memang stabil dikisaran 1.50mbps tapi tidak bertahan lama, padahal kita sama sama tahu jaringan telkomsel adalah yg terbaik, maaf saya kecewa.",2021-07-30 20:56:41
"sinyalnya hilang terus :( diatas jam 6 pagi langsung lemot bgt. apalagi siang hari, nggak bisa buka apa2 :( kecepatan nya sebelum pukul 12 malam masih begitu :( padahal kalau pake provider temennya jaringannya stabil, pas beralih ke by.u, jadi lemot bgt :(",2020-12-27 23:19:52
"Produk dgn speed 1.5mb antara download sama upload nya tidak sesuai dengan keterangan produk nya, malahan dibawah 100kb kecepatan nya. Padahal sedang tidak apapun melainkan cuman untuk 1 download aja yang ukuran 10mb memakan waktu 1 sampai 2 jam untuk kelar. Untuk pihak By.u lebih mentingin kuantitas daripada kualitas, Kecewa berat dengan product By.u",2021-02-23 12:06:35
"Iklannya sok²an paling unggul , paket murah lah, jaringan cepat lah.. Pas mau nyoba ternyata 10GB/30 hari harganya 50rb.. kalau dibandingkan dengan provider sebelah ini masih kemahalan.. UNINSTALL...!!",2020-05-21 18:41:12
"Jaringan by.U masih sangat ngelag, kecepatan internet u/d tidak setara dengan kecepatan internetnya 1.5 Mbps, hanya jika menggunakan hotspot baru akan memaksimalkan kecepatan hingga 800 Kbps - 1 Mbps. Namun jika hanya digunakan untuk personal hanya akan memaksimalkan 300 - 500 Kbps, sungguh miris jaringannya. YouTube masih ngelag walau kualitas maxnya 480p. Bagi saya mending masih kekartu Telkomsel simpati sekalian atau di XL dari pada by.U nya, walaupun sudah atur APN segala macam. Makasih",2021-01-10 17:34:11
